72	113	95
73	113	95
74	113	95
75	113	95
76	113	95
77	113	95
78	113	95
79	113	95
80	113	95
81	113	95
82	113	95
83	113	95
84	113	95
85	113	95
86	113	95
87	113	95
88	113	95
89	113	95
90	113	95
91	113	95
92	113	95
93	113	95
94	113	95
95	113	95
96	113	95
97	113	95
72	114	95
73	114	95
74	114	95
75	114	95
76	114	95
77	114	95
78	114	95
79	114	95
80	114	95
81	114	95
82	114	95
83	114	95
84	114	95
85	114	95
86	114	95
87	114	95
88	114	95
89	114	95
90	114	95
91	114	95
92	114	95
93	114	95
94	114	95
95	114	95
96	114	95
97	114	95
98	114	95
99	114	95
100	114	95
101	114	95
102	114	95
72	115	95
73	115	95
74	115	95
75	115	95
76	115	95
77	115	95
78	115	95
79	115	95
80	115	95
81	115	95
82	115	95
83	115	95
84	115	95
85	115	95
86	115	95
87	115	95
88	115	95
89	115	95
90	115	95
91	115	95
92	115	95
93	115	95
94	115	95
95	115	95
96	115	95
97	115	95
98	115	95
99	115	95
100	115	95
101	115	95
102	115	95
103	115	95
104	115	95
96	116	95
97	116	95
98	116	95
99	116	95
100	116	95
101	116	95
102	116	95
103	116	95
104	116	95
105	116	95
106	116	95
107	116	95
100	117	95
101	117	95
102	117	95
103	117	95
104	117	95
105	117	95
106	117	95
107	117	95
108	117	95
102	118	95
103	118	95
104	118	95
105	118	95
106	118	95
107	118	95
108	118	95
105	119	95
106	119	95
107	119	95
108	119	95
