123	107	95
124	107	95
125	107	95
126	107	95
127	107	95
122	108	95
123	108	95
124	108	95
125	108	95
126	108	95
127	108	95
121	109	95
122	109	95
123	109	95
124	109	95
125	109	95
126	109	95
127	109	95
121	110	95
122	110	95
123	110	95
124	110	95
125	110	95
120	111	95
121	111	95
122	111	95
123	111	95
124	111	95
119	112	95
120	112	95
121	112	95
122	112	95
123	112	95
119	113	95
120	113	95
121	113	95
122	113	95
119	114	95
120	114	95
121	114	95
122	114	95
119	115	95
120	115	95
121	115	95
122	115	95
119	116	95
120	116	95
121	116	95
122	116	95
118	117	95
119	117	95
120	117	95
121	117	95
118	118	95
119	118	95
120	118	95
121	118	95
118	119	95
119	119	95
120	119	95
121	119	95
117	120	95
118	120	95
119	120	95
120	120	95
117	121	95
118	121	95
119	121	95
120	121	95
117	122	95
118	122	95
119	122	95
120	122	95
117	123	95
118	123	95
119	123	95
117	124	95
118	124	95
119	124	95
116	125	95
117	125	95
118	125	95
119	125	95
116	126	95
117	126	95
118	126	95
119	126	95
116	127	95
117	127	95
118	127	95
119	127	95
116	128	95
117	128	95
118	128	95
116	129	95
117	129	95
118	129	95
116	130	95
117	130	95
118	130	95
